ID,BILL_NUMBER,METHOD,TIP
37836,13897,Gotówka,13
37837,200853,Czek,29
37838,7357,Karta,38
37839,65220,Czek,13
37840,159240,Czek,106
37841,172373,Bon,98
37842,261790,Gotówka,11
37843,275120,Bon,103
37844,8369,Bon,86
37845,119408,Karta,81
37846,142950,Karta,35
37847,174434,Bon,24
37848,207218,Czek,79
37849,261782,Czek,61
37850,52365,Bon,77
37851,145892,Bon,143
37852,151292,Gotówka,76
37853,125685,Bon,117
37854,121916,Karta,53
37855,213213,Karta,145
37856,213553,Gotówka,1
37857,158741,Gotówka,67
37858,11676,Czek,1
37859,212560,Czek,93
37860,41294,Karta,8
37861,155396,Karta,14
37862,284314,Karta,140
37863,204797,Czek,137
37864,215876,Czek,99
37865,17656,Bon,52
37866,44821,Bon,107
37867,175253,Bon,5
37868,27762,Karta,61
37869,1826,Bon,88
37870,291790,Bon,70
37871,171457,Karta,104
37872,130829,Bon,75
37873,214676,Karta,8
37874,143417,Bon,71
37875,221697,Czek,25
37876,83461,Gotówka,149
37877,269255,Bon,54
37878,197174,Bon,73
37879,277061,Gotówka,121
37880,17437,Karta,11
37881,200783,Gotówka,54
37882,209289,Gotówka,36
37883,23034,Gotówka,73
37884,237658,Karta,133
37885,12391,Gotówka,130
37886,189602,Czek,55
37887,297237,Karta,12
37888,223912,Bon,102
37889,146635,Gotówka,40
37890,286383,Karta,42
37891,211842,Gotówka,72
37892,68036,Gotówka,107
37893,83117,Gotówka,117
37894,250023,Bon,5
37895,196946,Karta,101
37896,256762,Gotówka,29
37897,254897,Czek,3
37898,35069,Gotówka,78
37899,237665,Karta,118
37900,235671,Gotówka,129
37901,276358,Bon,3
37902,16978,Czek,24
37903,135093,Czek,121
37904,152295,Czek,10
37905,141637,Bon,73
37906,192502,Czek,53
37907,231098,Gotówka,70
37908,174031,Gotówka,1
37909,6518,Karta,18
37910,107540,Gotówka,48
37911,181912,Czek,7
37912,272192,Gotówka,148
37913,191365,Gotówka,138
37914,228520,Gotówka,93
37915,157667,Czek,12
37916,193526,Bon,106
37917,73916,Czek,36
37918,173127,Bon,43
37919,125113,Karta,69
37920,42165,Czek,66
37921,262188,Bon,24
37922,69052,Czek,9
37923,175288,Bon,37
37924,243062,Karta,129
37925,239055,Czek,141
37926,218710,Bon,37
37927,201444,Czek,85
37928,64599,Bon,86
37929,255499,Czek,67
37930,40968,Czek,41
37931,27254,Czek,93
37932,233464,Gotówka,94
37933,57326,Gotówka,18
37934,188031,Bon,58
37935,267797,Karta,118
37936,55456,Czek,18
37937,271874,Gotówka,75
37938,150924,Czek,126
37939,16566,Karta,95
37940,97958,Karta,150
37941,283532,Bon,131
37942,132598,Gotówka,2
37943,289416,Bon,99
37944,136550,Gotówka,9
37945,273642,Bon,78
37946,199258,Bon,46
37947,32372,Karta,21
37948,267981,Czek,108
37949,2482,Gotówka,89
37950,226251,Czek,64
37951,94920,Czek,108
37952,263640,Czek,48
37953,206460,Bon,95
37954,55113,Bon,78
37955,277502,Karta,118
37956,140775,Gotówka,7
37957,175638,Karta,113
37958,127308,Bon,89
37959,94703,Bon,129
37960,261366,Bon,78
37961,124214,Karta,97
37962,103873,Karta,2
37963,248234,Bon,38
37964,39602,Czek,8
37965,71936,Karta,59
37966,287539,Czek,29
37967,175777,Gotówka,62
37968,141132,Czek,20
37969,108602,Bon,119
37970,1821,Bon,85
37971,236699,Karta,34
37972,255779,Karta,141
37973,168089,Czek,7
37974,60758,Czek,111
37975,81534,Czek,110
37976,96802,Gotówka,108
37977,284011,Czek,52
37978,279326,Gotówka,138
37979,48542,Karta,122
37980,120840,Bon,86
37981,90804,Czek,6
37982,75685,Bon,117
37983,236849,Bon,105
37984,179625,Gotówka,72
37985,125927,Karta,56
37986,277888,Czek,20
37987,48247,Gotówka,57
37988,296512,Karta,72
37989,178827,Czek,51
37990,73812,Czek,124
37991,8221,Gotówka,146
37992,188043,Bon,14
37993,110499,Bon,117
37994,77136,Bon,97
37995,209638,Karta,134
37996,165293,Czek,71
37997,237308,Gotówka,87
37998,298650,Karta,66
37999,174388,Czek,144
38000,192774,Czek,9
38001,249282,Gotówka,3
38002,46395,Karta,42
38003,153957,Bon,41
38004,96660,Karta,31
38005,206156,Gotówka,136
38006,118640,Karta,90
38007,232916,Karta,85
38008,246155,Bon,24
38009,142722,Karta,101
38010,208930,Gotówka,50
38011,118887,Czek,134
38012,156081,Czek,38
38013,271251,Czek,59
38014,119707,Karta,71
38015,216022,Czek,149
38016,117051,Gotówka,59
38017,259678,Czek,117
38018,248249,Karta,120
38019,263828,Czek,84
38020,143098,Bon,85
38021,52191,Czek,104
38022,120474,Bon,108
38023,24283,Gotówka,70
38024,87690,Czek,92
38025,56246,Bon,25
38026,84518,Bon,43
38027,86530,Gotówka,52
38028,138692,Czek,11
38029,148312,Karta,94
38030,192721,Karta,11
38031,198723,Bon,135
38032,14173,Karta,141
38033,271641,Bon,65
38034,240266,Bon,9
38035,190342,Karta,130
38036,145325,Gotówka,29
38037,66213,Czek,134
38038,245811,Bon,15
38039,65027,Czek,43
38040,186053,Bon,58
38041,39632,Czek,148
38042,63230,Bon,122
38043,165975,Czek,125
38044,292925,Czek,93
38045,189345,Gotówka,64
38046,234148,Gotówka,49
38047,12072,Czek,80
38048,288528,Karta,75
38049,112304,Karta,9
38050,19773,Czek,121
38051,70785,Karta,85
38052,38917,Bon,90
38053,248432,Bon,92
38054,186805,Czek,118
38055,220413,Bon,39
38056,141981,Bon,68
38057,14851,Bon,82
38058,130351,Czek,60
38059,135170,Karta,95
38060,58999,Czek,86
38061,268978,Karta,112
38062,297191,Karta,128
38063,296960,Bon,97
38064,247773,Gotówka,128
38065,6327,Bon,0
38066,237872,Bon,130
38067,147258,Czek,144
38068,18243,Gotówka,125
38069,223245,Gotówka,111
38070,247190,Czek,9
38071,95601,Gotówka,35
38072,177849,Gotówka,134
38073,201067,Czek,84
38074,119119,Bon,11
38075,65721,Gotówka,147
38076,17402,Karta,76
38077,90463,Gotówka,136
38078,281759,Czek,59
38079,44506,Gotówka,46
38080,43195,Karta,113
38081,187913,Gotówka,43
38082,249943,Bon,115
38083,240385,Gotówka,39
38084,29102,Gotówka,13
38085,72323,Bon,142
38086,222565,Gotówka,150
38087,184075,Gotówka,65
38088,256789,Bon,79
38089,6279,Gotówka,67
38090,203379,Karta,46
38091,120721,Karta,4
38092,35666,Bon,1
38093,44589,Karta,111
38094,248534,Gotówka,126
38095,45263,Gotówka,121
38096,72993,Bon,144
38097,18488,Czek,70
38098,293108,Bon,111
38099,165484,Czek,122
38100,113648,Bon,106
38101,195097,Karta,53
38102,116486,Karta,150
38103,238130,Czek,129
38104,96366,Czek,81
38105,155117,Karta,2
38106,105904,Czek,8
38107,63714,Bon,125
38108,254886,Czek,95
38109,157711,Gotówka,21
38110,167979,Bon,58
38111,73889,Bon,113
38112,80130,Czek,35
38113,174365,Czek,20
38114,170082,Gotówka,33
38115,200598,Karta,85
38116,115386,Gotówka,62
38117,149603,Karta,35
38118,70066,Bon,17
38119,187498,Czek,43
38120,138915,Bon,16
38121,246416,Bon,122
38122,147916,Karta,115
38123,265007,Gotówka,135
38124,134274,Czek,24
38125,299785,Gotówka,56
38126,121806,Bon,22
38127,295085,Karta,117
38128,271064,Karta,20
38129,292880,Karta,129
38130,28653,Bon,100
38131,153555,Karta,53
38132,56463,Gotówka,128
38133,118351,Czek,109
38134,58916,Gotówka,116
38135,236817,Bon,79
38136,287067,Karta,128
38137,129645,Gotówka,26
38138,34721,Czek,68
38139,230395,Karta,27
38140,108400,Czek,74
38141,135780,Karta,114
38142,272630,Karta,37
38143,8474,Gotówka,64
38144,220031,Bon,97
38145,205662,Gotówka,123
38146,162995,Bon,23
38147,253989,Czek,148
38148,106356,Czek,84
38149,70911,Czek,27
38150,242284,Gotówka,64
38151,188296,Gotówka,88
38152,211714,Karta,128
38153,146569,Czek,125
38154,226340,Czek,4
38155,129588,Gotówka,144
38156,171015,Gotówka,51
38157,153029,Karta,29
38158,5658,Czek,139
38159,48128,Karta,18
38160,76171,Czek,0
38161,44995,Karta,62
38162,115213,Karta,66
38163,71887,Gotówka,56
38164,284937,Czek,146
38165,169979,Karta,54
38166,39008,Czek,47
38167,94112,Czek,118
38168,98676,Gotówka,6
38169,181341,Bon,133
38170,37650,Czek,70
38171,169824,Czek,74
38172,25580,Gotówka,11
38173,60752,Czek,84
38174,172174,Bon,102
38175,216397,Karta,99
38176,119331,Gotówka,45
38177,76982,Gotówka,141
38178,33415,Karta,76
38179,37415,Bon,24
38180,271420,Czek,93
38181,11132,Karta,100
38182,256528,Gotówka,45
38183,94753,Karta,64
38184,224320,Gotówka,23
38185,118661,Karta,96
38186,252275,Czek,3
38187,288551,Bon,31
38188,128397,Czek,62
38189,166496,Gotówka,4
38190,87731,Karta,116
38191,117494,Karta,84
38192,261607,Czek,30
38193,59117,Bon,146
38194,175426,Bon,34
38195,127732,Czek,117
38196,78623,Bon,30
38197,278772,Karta,40
38198,1796,Czek,41
38199,186557,Gotówka,10
38200,27077,Karta,38
38201,168378,Gotówka,34
38202,85949,Bon,116
38203,66076,Gotówka,33
38204,53324,Bon,60
38205,191657,Karta,102
38206,109690,Bon,101
38207,111161,Czek,89
38208,282105,Gotówka,146
38209,11531,Karta,21
38210,234945,Bon,16
38211,33205,Czek,150
38212,239172,Karta,100
38213,46746,Czek,134
38214,277037,Bon,41
38215,146034,Bon,93
38216,128634,Karta,9
38217,178163,Karta,29
38218,282810,Czek,77
38219,106507,Czek,120
38220,297352,Bon,123
38221,269149,Gotówka,61
38222,151456,Karta,4
38223,61206,Bon,139
38224,119837,Karta,136
38225,64255,Bon,92
38226,22756,Karta,37
38227,237560,Czek,95
38228,237271,Bon,4
38229,232324,Gotówka,13
38230,65808,Bon,28
38231,239162,Gotówka,42
38232,266122,Gotówka,85
38233,240531,Karta,60
38234,133378,Karta,53
38235,109076,Czek,86
38236,148960,Gotówka,72
38237,186444,Bon,54
38238,241470,Karta,52
38239,231109,Czek,27
38240,187018,Karta,40
38241,241976,Bon,80
38242,297421,Bon,31
38243,155285,Bon,18
38244,61848,Karta,71
38245,154206,Karta,56
38246,186926,Karta,48
38247,11003,Gotówka,42
38248,194204,Czek,74
38249,204827,Gotówka,27
38250,134965,Karta,61
38251,293587,Czek,55
38252,191624,Bon,91
38253,130655,Czek,35
38254,93049,Karta,12
38255,42775,Gotówka,62
38256,146812,Bon,18
38257,179382,Czek,6
38258,271382,Gotówka,9
38259,208490,Karta,67
38260,291951,Czek,56
38261,164922,Czek,127
38262,120322,Gotówka,10
38263,88359,Gotówka,129
38264,197303,Gotówka,144
38265,149420,Bon,140
38266,12766,Gotówka,20
38267,8489,Gotówka,109
38268,54718,Czek,127
38269,124414,Czek,124
38270,45146,Czek,67
38271,49152,Gotówka,150
38272,155516,Czek,21
38273,124550,Gotówka,67
38274,209945,Czek,92
38275,264249,Czek,98
38276,226477,Gotówka,132
38277,283156,Gotówka,118
38278,78281,Czek,36
38279,271196,Bon,84
38280,33909,Karta,33
38281,206417,Gotówka,32
38282,34329,Bon,120
38283,170956,Bon,85
38284,34375,Bon,45
38285,276028,Bon,0
38286,208478,Gotówka,140
38287,143256,Czek,64
38288,268248,Bon,67
38289,298842,Gotówka,82
38290,294483,Karta,95
38291,89116,Bon,87
38292,38654,Czek,39
38293,69206,Czek,98
38294,239589,Karta,28
38295,288540,Gotówka,132
38296,167004,Gotówka,97
38297,259020,Czek,20
38298,99730,Gotówka,18
38299,17205,Gotówka,66
38300,223590,Karta,3
38301,1344,Gotówka,144
38302,2558,Karta,103
38303,135744,Bon,114
38304,130863,Gotówka,117
38305,156220,Gotówka,103
38306,52047,Gotówka,49
38307,44224,Karta,53
38308,20814,Czek,87
38309,251887,Czek,12
38310,248186,Czek,12
38311,285595,Bon,30
38312,10947,Bon,13
38313,141346,Bon,46
38314,294663,Bon,147
38315,287016,Karta,23
38316,250703,Czek,142
38317,233808,Karta,77
38318,87078,Bon,70
38319,118262,Czek,114
38320,94003,Karta,87
38321,108398,Karta,94
38322,220474,Bon,19
38323,74245,Bon,133
38324,229837,Czek,55
38325,253931,Czek,6
38326,269611,Bon,19
38327,226698,Bon,134
38328,16559,Bon,121
38329,21964,Gotówka,129
38330,134288,Czek,29
38331,156979,Karta,90
38332,174186,Bon,15
38333,261530,Gotówka,114
38334,142732,Czek,14
38335,210404,Karta,24
38336,250747,Czek,0
38337,24857,Czek,28
38338,77891,Karta,90
38339,151773,Czek,103
38340,42392,Gotówka,32
38341,219288,Karta,8
38342,145814,Karta,26
38343,36475,Karta,51
38344,9540,Karta,2
38345,184894,Bon,2
38346,109893,Bon,92
38347,89655,Czek,51
38348,225757,Gotówka,94
38349,128411,Bon,16
38350,199456,Bon,118
38351,174185,Gotówka,28
38352,147313,Bon,29
38353,34492,Bon,131
38354,224656,Gotówka,28
38355,198409,Karta,51
38356,295249,Gotówka,16
38357,190434,Karta,8
38358,58297,Bon,117
38359,26111,Gotówka,2
38360,62458,Gotówka,109
38361,122711,Gotówka,58
38362,7476,Karta,110
38363,241836,Czek,36
38364,6570,Bon,135
38365,142068,Bon,122
38366,35552,Bon,114
38367,62677,Gotówka,80
38368,170182,Gotówka,63
38369,142069,Karta,122
38370,238216,Bon,133
38371,212276,Gotówka,85
38372,111123,Czek,103
38373,220897,Czek,39
38374,43174,Gotówka,132
38375,6152,Bon,38
38376,221345,Gotówka,58
38377,139470,Gotówka,90
38378,155192,Bon,61
38379,93583,Karta,13
38380,69202,Bon,29
38381,102405,Gotówka,81
38382,11481,Karta,38
38383,139321,Karta,106
38384,214438,Karta,78
38385,115663,Czek,9
38386,286595,Karta,36
38387,15171,Czek,80
38388,183022,Gotówka,24
38389,158247,Karta,148
38390,28543,Karta,78
38391,227190,Gotówka,95
38392,212856,Karta,109
38393,43935,Gotówka,130
38394,50024,Czek,92
38395,166391,Czek,30
38396,14561,Gotówka,149
38397,220902,Gotówka,48
38398,144634,Bon,27
38399,223612,Karta,11
38400,272808,Karta,77
38401,230162,Czek,12
38402,287998,Gotówka,39
38403,14187,Czek,18
38404,135416,Gotówka,99
38405,95010,Bon,78
38406,19658,Bon,36
38407,99646,Karta,106
38408,126732,Gotówka,46
38409,252525,Gotówka,2
38410,56069,Czek,103
38411,274773,Bon,78
38412,182231,Czek,62
38413,210113,Gotówka,84
38414,271779,Czek,125
38415,244591,Czek,85
38416,155603,Czek,51
38417,221034,Gotówka,112
38418,48676,Gotówka,54
38419,281466,Gotówka,45
38420,26839,Gotówka,6
38421,263500,Bon,13
38422,142609,Bon,99
38423,178317,Czek,105
38424,136658,Czek,72
38425,79465,Czek,143
38426,71723,Bon,110
38427,95037,Gotówka,83
38428,289736,Czek,46
38429,294597,Gotówka,141
38430,78944,Karta,79
38431,286173,Czek,94
38432,296547,Bon,123
38433,131065,Karta,58
38434,91619,Czek,4
38435,159107,Czek,23
38436,198918,Gotówka,52
38437,144762,Czek,130
38438,83828,Gotówka,133
38439,298785,Gotówka,22
38440,6642,Czek,2
38441,241124,Bon,14
38442,154703,Czek,150
38443,48089,Karta,79
38444,227472,Bon,60
38445,224719,Karta,33
38446,106432,Bon,53
38447,299275,Gotówka,108
38448,232182,Gotówka,13
38449,279473,Gotówka,122
38450,105287,Karta,22
38451,172761,Czek,64
38452,204715,Bon,57
38453,160220,Gotówka,58
38454,44110,Czek,16
38455,1808,Bon,81
38456,106660,Bon,74
38457,235433,Czek,122
38458,37588,Karta,147
38459,12655,Czek,133
38460,298832,Bon,110
38461,18192,Gotówka,143
38462,82900,Gotówka,53
38463,14387,Czek,24
38464,273100,Czek,24
38465,110031,Gotówka,94
38466,79745,Gotówka,53
38467,171917,Czek,143
38468,250329,Karta,33
38469,119851,Bon,126
38470,165752,Gotówka,118
38471,79543,Karta,39
38472,271007,Karta,17
38473,279037,Czek,2
38474,249689,Gotówka,12
38475,3140,Karta,10
38476,265718,Gotówka,45
38477,58160,Karta,4
38478,188002,Bon,78
38479,230844,Gotówka,27
38480,241901,Bon,115
38481,211349,Czek,139
38482,181188,Czek,12
38483,109802,Gotówka,61
38484,199175,Karta,122
38485,107430,Karta,6
38486,154923,Czek,90
38487,138810,Czek,68
38488,299618,Karta,18
38489,66510,Karta,103
38490,135419,Bon,92
38491,280101,Karta,35
38492,291308,Bon,140
38493,103891,Karta,123
38494,142361,Bon,139
38495,95723,Czek,28
38496,114625,Bon,61
38497,67306,Karta,33
38498,40095,Gotówka,77
38499,91275,Czek,65
38500,184587,Gotówka,117
38501,108099,Bon,108
38502,144110,Bon,98
38503,175399,Czek,128
38504,238920,Gotówka,62
38505,169611,Gotówka,54
38506,196135,Bon,139
38507,238589,Gotówka,33
38508,76054,Bon,110
38509,144185,Karta,76
38510,175361,Bon,131
38511,169414,Karta,20
38512,66949,Czek,99
38513,162069,Czek,35
38514,29618,Gotówka,99
38515,210706,Karta,19
38516,285241,Karta,6
38517,90461,Gotówka,76
38518,102279,Karta,134
38519,127075,Bon,106
38520,252337,Gotówka,138
38521,213452,Karta,98
38522,34743,Czek,80
38523,168197,Gotówka,138
38524,249879,Bon,112
38525,212761,Gotówka,138
38526,235640,Karta,23
38527,6325,Czek,29
38528,79897,Bon,127
38529,215730,Karta,126
38530,98912,Czek,70
38531,275886,Czek,55
38532,50428,Bon,39
38533,112946,Bon,43
38534,229997,Czek,28
38535,262914,Czek,85
38536,262128,Karta,13
38537,7513,Karta,45
38538,108347,Gotówka,141
38539,250383,Gotówka,72
38540,67644,Gotówka,31
38541,81307,Gotówka,88
38542,80836,Bon,30
38543,123288,Gotówka,101
38544,292555,Karta,8
38545,186578,Czek,139
38546,117228,Czek,31
38547,30793,Karta,18
38548,122959,Gotówka,134
38549,124115,Czek,131
38550,248577,Karta,95
38551,240043,Czek,85
38552,10153,Gotówka,133
38553,155555,Karta,102
38554,83902,Karta,93
38555,163597,Bon,67
38556,128199,Gotówka,110
38557,182266,Karta,46
38558,35214,Karta,102
38559,277689,Czek,130
38560,285132,Czek,42
38561,6101,Bon,67
38562,268445,Karta,34
38563,215833,Bon,97
38564,117737,Czek,11
38565,270896,Karta,91
38566,238048,Czek,85
38567,160561,Bon,124
38568,180176,Karta,37
38569,38171,Bon,143
38570,4054,Gotówka,122
38571,233980,Bon,75
38572,112865,Bon,127
38573,212477,Bon,124
38574,253234,Czek,103
38575,214591,Czek,27
38576,298082,Gotówka,46
38577,59397,Gotówka,17
38578,173497,Czek,16
38579,28510,Czek,15
38580,79437,Karta,45
38581,132528,Gotówka,21
38582,230628,Czek,134
38583,129787,Bon,59
38584,140097,Gotówka,72
38585,255461,Czek,69
38586,258436,Czek,131
38587,185881,Czek,6
38588,95635,Gotówka,103
38589,243081,Karta,99
38590,203942,Bon,144
38591,260339,Bon,98
38592,41363,Czek,65
38593,65971,Gotówka,106
38594,296018,Bon,37
38595,131448,Gotówka,19
38596,61307,Czek,78
38597,60470,Gotówka,45
38598,139888,Karta,136
38599,89786,Bon,5
38600,214214,Gotówka,114
38601,214690,Karta,36
38602,155377,Karta,35
38603,143354,Karta,10
38604,264860,Czek,117
38605,105078,Gotówka,122
38606,46592,Bon,129
38607,114395,Gotówka,11
38608,176458,Karta,51
38609,10981,Bon,137
38610,127736,Czek,133
38611,164347,Bon,30
38612,180750,Karta,65
38613,256451,Czek,4
38614,105770,Bon,9
38615,241412,Czek,80
38616,182228,Bon,132
38617,125114,Bon,77
38618,279445,Gotówka,133
38619,140706,Bon,137
38620,173127,Bon,25
38621,279439,Gotówka,98
38622,138741,Bon,12
38623,138027,Gotówka,75
38624,240965,Karta,99
38625,104625,Czek,127
38626,144844,Bon,32
38627,276987,Czek,136
38628,148675,Czek,56
38629,217231,Bon,107
38630,279958,Gotówka,28
38631,146768,Czek,114
38632,71614,Gotówka,100
38633,286042,Bon,10
38634,299661,Czek,126
38635,123424,Bon,145
38636,154543,Gotówka,107
38637,250622,Czek,149
38638,220570,Karta,70
38639,234534,Bon,14
38640,179103,Gotówka,15
38641,82628,Karta,104
38642,271274,Czek,8
38643,169055,Gotówka,0
38644,172456,Bon,40
38645,61445,Gotówka,61
38646,283114,Bon,22
38647,253376,Czek,8
38648,35841,Czek,97
38649,212987,Gotówka,20
38650,214927,Czek,149
38651,62452,Gotówka,36
38652,217335,Gotówka,72
38653,94739,Bon,7
38654,28324,Czek,78
38655,107798,Bon,66
38656,88463,Czek,140
38657,29569,Karta,117
38658,213521,Bon,51
38659,123068,Gotówka,47
38660,88621,Czek,47
38661,51784,Czek,95
38662,85576,Bon,6
38663,113435,Karta,19
38664,245118,Gotówka,56
38665,73088,Bon,149
38666,129840,Bon,8
38667,265978,Czek,45
38668,90510,Karta,24
38669,8818,Gotówka,94
38670,265691,Gotówka,81
38671,218715,Gotówka,71
38672,250885,Karta,104
38673,263499,Bon,0
38674,16235,Karta,37
38675,108796,Czek,144
38676,256969,Czek,99
38677,280941,Karta,150
38678,19637,Bon,6
38679,134591,Gotówka,128
38680,168049,Czek,37
38681,79313,Czek,44
38682,167924,Karta,49
38683,241890,Gotówka,92
38684,71884,Bon,21
38685,100176,Gotówka,134
38686,279824,Czek,0
38687,124546,Czek,124
38688,10865,Czek,10
38689,182472,Gotówka,76
38690,230695,Bon,139
38691,207763,Czek,74
38692,72676,Bon,82
38693,273765,Gotówka,100
38694,160517,Bon,26
38695,232064,Czek,120
38696,292860,Gotówka,139
38697,84990,Bon,2
38698,19793,Czek,56
38699,149211,Karta,94
38700,235642,Czek,139
38701,210171,Bon,13
38702,240249,Czek,104
38703,282961,Gotówka,0
38704,229163,Czek,32
38705,107726,Czek,125
38706,3569,Bon,52
38707,83658,Karta,3
38708,48956,Karta,5
38709,238882,Gotówka,95
38710,293259,Czek,98
38711,125023,Czek,4
38712,29510,Karta,9
38713,141075,Gotówka,120
38714,91442,Czek,67
38715,176471,Czek,84
38716,91437,Czek,62
38717,149739,Gotówka,63
38718,140761,Bon,31
38719,187133,Gotówka,40
38720,125690,Czek,33
38721,79164,Czek,100
38722,153242,Bon,145
38723,45546,Gotówka,135
38724,236295,Czek,54
38725,214597,Karta,12
38726,109526,Bon,90
38727,247695,Karta,52
38728,191570,Bon,126
38729,46645,Czek,57
38730,292749,Czek,39
38731,246454,Karta,75
38732,135018,Czek,13
38733,287390,Czek,55
38734,228922,Gotówka,34
38735,150639,Bon,66
38736,242771,Czek,70
38737,153770,Czek,104
38738,215626,Karta,142
38739,30575,Karta,126
38740,293225,Czek,45
38741,171728,Czek,112
38742,14309,Karta,117
38743,114976,Gotówka,48
38744,195931,Gotówka,3
38745,24281,Gotówka,62
38746,135916,Bon,117
38747,196569,Czek,68
38748,204839,Gotówka,77
38749,90549,Bon,15
38750,193752,Karta,73
38751,118758,Czek,119
38752,167406,Karta,91
38753,67343,Karta,62
38754,24087,Gotówka,80
38755,86172,Czek,69
38756,204287,Karta,125
38757,136564,Bon,79
38758,86289,Karta,132
38759,35925,Bon,131
38760,295039,Bon,39
38761,225946,Karta,46
38762,38621,Gotówka,51
38763,129272,Bon,141
38764,41111,Czek,118
38765,237584,Bon,29
38766,206655,Czek,137
38767,170326,Bon,117
38768,149581,Karta,127
38769,261574,Karta,135
38770,238911,Bon,70
38771,201952,Gotówka,100
38772,211876,Karta,1
38773,41265,Gotówka,19
38774,263900,Czek,63
38775,174760,Bon,63
38776,92825,Czek,109
38777,231504,Bon,149
38778,35987,Gotówka,120
38779,42899,Czek,145
38780,168777,Czek,35
38781,131214,Karta,125
38782,130050,Bon,132
38783,22642,Bon,118
38784,166904,Karta,21
38785,218229,Gotówka,55
38786,157545,Czek,96
38787,69846,Karta,115
38788,17165,Karta,81
38789,70394,Bon,64
38790,282272,Gotówka,122
38791,272841,Bon,127
38792,129500,Gotówka,91
38793,68955,Karta,21
38794,278902,Bon,149
38795,24739,Gotówka,3
38796,177578,Karta,32
38797,131884,Bon,80
38798,128826,Karta,84
38799,63679,Gotówka,91
38800,144754,Karta,62
38801,174771,Karta,142
38802,274385,Karta,117
38803,24835,Bon,148
38804,212388,Bon,83
38805,40646,Bon,22
38806,169606,Bon,19
38807,27890,Karta,131
38808,24621,Bon,57
38809,289730,Bon,11
38810,291596,Bon,103
38811,87493,Gotówka,35
38812,122539,Karta,30
38813,146184,Bon,14
38814,92583,Karta,13
38815,74901,Bon,61
38816,4883,Czek,27
38817,233245,Czek,149
38818,119448,Gotówka,94
38819,31036,Bon,69
38820,172570,Bon,126
38821,12898,Czek,83
38822,196007,Bon,47
38823,240123,Karta,68
38824,151172,Gotówka,104
38825,262692,Karta,31
38826,241198,Gotówka,72
38827,145979,Gotówka,54
38828,8851,Czek,131
38829,130723,Gotówka,149
38830,267143,Czek,47
38831,123412,Gotówka,131
38832,2296,Bon,55
38833,267662,Gotówka,73
38834,216146,Gotówka,53
38835,107711,Gotówka,0
38836,210337,Czek,145
38837,288705,Bon,110
38838,229507,Czek,39
38839,202558,Karta,4
38840,62954,Czek,104
38841,277554,Czek,94
38842,171865,Gotówka,82
38843,85419,Karta,49
38844,28789,Bon,104
38845,198730,Czek,93
38846,66384,Karta,43
38847,93693,Gotówka,131
38848,294031,Czek,97
38849,262793,Bon,94
38850,80345,Karta,59
38851,283626,Czek,82
38852,53246,Czek,9
38853,98442,Gotówka,4
38854,57817,Bon,98
38855,65782,Bon,13
38856,275073,Karta,112
38857,55312,Bon,21
38858,261972,Czek,136
38859,97025,Czek,22
38860,178763,Bon,99
38861,260630,Bon,24
38862,12808,Gotówka,2
38863,292594,Gotówka,4
38864,241815,Gotówka,5
38865,281163,Czek,147
38866,232828,Bon,5
38867,82091,Bon,145
38868,189043,Bon,20
38869,108098,Karta,137
38870,280157,Karta,31
38871,78493,Czek,146
38872,127677,Czek,94
38873,147399,Bon,108
38874,295752,Czek,42
38875,279635,Czek,52
38876,244373,Czek,59
38877,155981,Gotówka,17
38878,298574,Karta,19
38879,73349,Karta,88
38880,80822,Czek,46
38881,71959,Bon,30
38882,29388,Czek,144
38883,245400,Bon,101
38884,230800,Gotówka,131
38885,242224,Gotówka,108
38886,155421,Gotówka,16
38887,172379,Gotówka,93
38888,25387,Bon,88
38889,122809,Karta,14
38890,150674,Bon,110
38891,117594,Bon,109
38892,122891,Czek,8
38893,179336,Gotówka,138
38894,8488,Gotówka,78
38895,78999,Czek,94
38896,255466,Karta,52
38897,269708,Karta,27
38898,286116,Karta,78
38899,168264,Bon,90
38900,10402,Bon,100
38901,156504,Gotówka,15
38902,244545,Karta,125
38903,278627,Karta,134
38904,195028,Bon,87
38905,293132,Bon,136
38906,108888,Bon,119
38907,113200,Gotówka,29
38908,99296,Bon,130
38909,46720,Karta,131
38910,56929,Bon,50
38911,143679,Bon,73
38912,185271,Czek,108
38913,187562,Karta,52
38914,282190,Czek,48
38915,38656,Bon,16
38916,117934,Karta,44
38917,7082,Gotówka,88
38918,224969,Gotówka,45
38919,126938,Gotówka,42
38920,257653,Karta,140
38921,14117,Gotówka,98
38922,189014,Gotówka,71
38923,227488,Bon,11
38924,232806,Karta,41
38925,165499,Gotówka,50
38926,170977,Bon,121
38927,15048,Gotówka,78
38928,266652,Czek,120
38929,12186,Karta,130
38930,239545,Czek,78
38931,159256,Czek,29
38932,279776,Karta,110
38933,208924,Karta,16
38934,132672,Gotówka,51
38935,118116,Czek,49
38936,271555,Karta,77
38937,12376,Czek,50
38938,165748,Karta,68
38939,263403,Czek,108
38940,85893,Bon,147
38941,267530,Czek,31
38942,33222,Gotówka,146
38943,84423,Czek,42
38944,137076,Gotówka,65
38945,270469,Karta,94
38946,200618,Gotówka,129
38947,80434,Bon,46
38948,89132,Gotówka,48
38949,214627,Bon,14
38950,152482,Czek,30
38951,14138,Karta,55
38952,254525,Bon,9
38953,87940,Bon,132
