ID,GENDER,TYPE,AGE
71384,M,Stały klient,55
71385,K,Stały klient,66
71386,K,Stały klient,68
71387,M,Pracownik,3
71388,M,Stały klient,16
71389,M,Stały klient,20
71390,M,Zwykły,54
71391,M,Pracownik,28
71392,K,Pracownik,35
71393,M,Stały klient,4
71394,M,Stały klient,27
71395,M,Zwykły,79
71396,M,Zwykły,32
71397,M,Stały klient,47
71398,M,Stały klient,60
71399,K,Zwykły,74
71400,K,Stały klient,26
71401,K,Pracownik,21
71402,K,Zwykły,50
71403,M,Zwykły,8
71404,K,Zwykły,44
71405,K,Stały klient,66
71406,M,Zwykły,24
71407,M,Pracownik,33
71408,M,Pracownik,34
71409,K,Zwykły,68
71410,M,Zwykły,24
71411,M,Zwykły,64
71412,K,Stały klient,61
71413,M,Zwykły,39
71414,K,Zwykły,57
71415,K,Stały klient,50
71416,K,Pracownik,33
71417,M,Pracownik,4
71418,M,Pracownik,46
71419,K,Stały klient,10
71420,M,Pracownik,7
71421,K,Stały klient,36
71422,K,Pracownik,15
71423,M,Pracownik,13
71424,M,Pracownik,47
71425,K,Stały klient,43
71426,K,Pracownik,66
71427,K,Stały klient,74
71428,K,Zwykły,27
71429,K,Stały klient,52
71430,K,Zwykły,48
71431,K,Stały klient,3
71432,K,Stały klient,74
71433,M,Pracownik,5
71434,M,Stały klient,43
71435,M,Pracownik,49
71436,M,Stały klient,9
71437,M,Stały klient,17
71438,M,Stały klient,8
71439,M,Zwykły,6
71440,K,Zwykły,2
71441,M,Stały klient,11
71442,K,Zwykły,44
71443,K,Zwykły,31
71444,M,Pracownik,15
71445,M,Zwykły,35
71446,M,Stały klient,45
71447,K,Pracownik,46
71448,M,Stały klient,13
71449,K,Stały klient,46
71450,K,Zwykły,78
71451,K,Pracownik,63
71452,M,Pracownik,32
71453,M,Stały klient,13
71454,M,Pracownik,71
71455,M,Pracownik,59
71456,M,Zwykły,41
71457,M,Zwykły,42
71458,K,Zwykły,60
71459,K,Stały klient,60
71460,M,Pracownik,24
71461,K,Zwykły,74
71462,K,Pracownik,14
71463,M,Pracownik,70
71464,K,Stały klient,48
71465,K,Zwykły,53
71466,K,Zwykły,67
71467,M,Pracownik,42
71468,K,Pracownik,79
71469,K,Pracownik,33
71470,M,Stały klient,31
71471,K,Stały klient,24
71472,M,Pracownik,0
71473,M,Zwykły,23
71474,K,Stały klient,65
71475,K,Zwykły,77
71476,K,Stały klient,58
71477,K,Stały klient,17
71478,K,Pracownik,29
71479,M,Zwykły,68
71480,M,Stały klient,25
71481,K,Stały klient,22
71482,K,Zwykły,54
71483,M,Stały klient,27
71484,M,Zwykły,72
71485,K,Stały klient,30
71486,M,Zwykły,49
71487,M,Stały klient,64
71488,K,Stały klient,76
71489,M,Stały klient,59
71490,K,Stały klient,44
71491,K,Zwykły,56
71492,M,Stały klient,78
71493,K,Stały klient,76
71494,K,Zwykły,15
71495,M,Pracownik,3
71496,M,Zwykły,21
71497,M,Pracownik,8
71498,K,Stały klient,30
71499,M,Zwykły,52
71500,K,Zwykły,52
71501,M,Stały klient,27
71502,M,Stały klient,72
71503,M,Stały klient,77
71504,K,Stały klient,35
71505,K,Stały klient,53
71506,M,Stały klient,40
71507,K,Pracownik,63
71508,M,Pracownik,13
71509,M,Pracownik,3
71510,K,Stały klient,25
71511,M,Zwykły,12
71512,M,Stały klient,12
71513,K,Stały klient,38
71514,K,Pracownik,10
71515,M,Stały klient,53
71516,K,Stały klient,34
71517,K,Zwykły,71
71518,K,Stały klient,70
71519,K,Pracownik,19
71520,K,Pracownik,26
71521,K,Pracownik,66
71522,K,Stały klient,9
71523,K,Zwykły,73
71524,K,Stały klient,14
71525,K,Stały klient,62
71526,M,Pracownik,39
71527,M,Zwykły,43
71528,K,Stały klient,80
71529,K,Stały klient,61
71530,M,Stały klient,12
71531,K,Pracownik,35
71532,M,Stały klient,72
71533,M,Zwykły,74
71534,K,Stały klient,41
71535,K,Zwykły,34
71536,M,Zwykły,12
71537,M,Zwykły,69
71538,K,Zwykły,30
71539,K,Zwykły,9
71540,M,Stały klient,33
71541,K,Pracownik,76
71542,K,Stały klient,35
71543,M,Pracownik,66
71544,M,Pracownik,76
71545,M,Zwykły,26
71546,K,Stały klient,30
71547,M,Stały klient,70
71548,K,Stały klient,25
71549,K,Pracownik,59
71550,K,Pracownik,20
71551,K,Zwykły,64
71552,M,Stały klient,14
71553,K,Pracownik,69
71554,K,Zwykły,1
71555,M,Pracownik,37
71556,M,Pracownik,66
71557,M,Pracownik,58
71558,M,Pracownik,33
71559,K,Pracownik,49
71560,M,Zwykły,0
71561,M,Pracownik,52
71562,M,Zwykły,37
71563,M,Zwykły,37
71564,M,Pracownik,19
71565,K,Stały klient,61
71566,M,Pracownik,76
71567,M,Stały klient,20
71568,M,Stały klient,41
71569,K,Zwykły,33
71570,M,Pracownik,8
71571,M,Zwykły,9
71572,M,Pracownik,44
71573,K,Zwykły,64
71574,K,Stały klient,49
71575,K,Pracownik,23
71576,K,Pracownik,67
71577,K,Zwykły,69
71578,M,Stały klient,45
71579,K,Zwykły,9
71580,K,Stały klient,80
71581,M,Stały klient,62
71582,M,Pracownik,46
71583,K,Stały klient,7
71584,M,Zwykły,75
71585,K,Pracownik,77
71586,M,Pracownik,18
71587,M,Stały klient,56
71588,K,Zwykły,11
71589,M,Zwykły,51
71590,K,Zwykły,39
71591,M,Zwykły,74
71592,M,Stały klient,70
71593,K,Stały klient,9
71594,K,Zwykły,32
71595,K,Pracownik,18
71596,K,Stały klient,27
71597,K,Pracownik,43
71598,M,Stały klient,58
71599,K,Pracownik,33
71600,K,Zwykły,67
71601,M,Stały klient,77
71602,M,Pracownik,41
71603,M,Stały klient,62
71604,M,Stały klient,17
71605,M,Pracownik,22
71606,K,Stały klient,51
71607,M,Stały klient,18
71608,K,Stały klient,34
71609,M,Stały klient,75
71610,K,Stały klient,28
71611,M,Stały klient,50
71612,K,Pracownik,31
71613,K,Stały klient,1
71614,M,Zwykły,6
71615,M,Zwykły,14
71616,K,Stały klient,28
71617,M,Stały klient,78
71618,M,Stały klient,36
71619,K,Pracownik,22
71620,K,Pracownik,62
71621,M,Stały klient,3
71622,K,Stały klient,10
71623,M,Pracownik,62
71624,K,Stały klient,57
71625,M,Pracownik,53
71626,K,Stały klient,1
71627,K,Zwykły,17
71628,M,Zwykły,5
71629,K,Pracownik,4
71630,K,Zwykły,27
71631,M,Pracownik,46
71632,K,Stały klient,42
71633,M,Stały klient,55
71634,K,Pracownik,29
71635,K,Stały klient,55
71636,K,Stały klient,18
71637,M,Pracownik,72
71638,K,Pracownik,29
71639,M,Pracownik,14
71640,M,Zwykły,79
71641,M,Pracownik,63
71642,M,Zwykły,65
71643,K,Zwykły,78
71644,K,Stały klient,26
71645,M,Pracownik,16
71646,M,Stały klient,68
71647,K,Zwykły,42
71648,K,Stały klient,35
71649,M,Zwykły,15
71650,K,Zwykły,7
71651,M,Pracownik,11
71652,K,Stały klient,16
71653,K,Stały klient,13
71654,M,Stały klient,74
71655,M,Stały klient,59
71656,K,Zwykły,74
71657,K,Pracownik,48
71658,M,Stały klient,55
71659,K,Zwykły,42
71660,M,Stały klient,47
71661,K,Zwykły,50
71662,M,Zwykły,43
71663,M,Stały klient,10
71664,M,Stały klient,28
71665,M,Pracownik,2
71666,M,Stały klient,52
71667,K,Stały klient,38
71668,K,Pracownik,37
71669,M,Zwykły,61
71670,K,Pracownik,66
71671,K,Zwykły,38
71672,M,Stały klient,11
71673,M,Zwykły,3
71674,K,Zwykły,31
71675,K,Stały klient,76
71676,M,Stały klient,55
71677,M,Pracownik,29
71678,M,Zwykły,23
71679,M,Pracownik,61
71680,K,Stały klient,37
71681,M,Pracownik,17
71682,K,Pracownik,65
71683,K,Zwykły,4
71684,K,Zwykły,14
71685,M,Stały klient,16
71686,M,Pracownik,51
71687,M,Stały klient,29
71688,K,Pracownik,72
71689,K,Pracownik,35
71690,K,Pracownik,48
71691,M,Zwykły,60
71692,K,Pracownik,58
71693,K,Zwykły,41
71694,M,Zwykły,54
71695,M,Zwykły,21
71696,K,Pracownik,65
71697,M,Zwykły,40
71698,K,Pracownik,4
71699,M,Stały klient,54
71700,M,Pracownik,22
71701,K,Pracownik,72
71702,M,Zwykły,51
71703,K,Pracownik,13
71704,K,Zwykły,52
71705,K,Stały klient,4
71706,K,Stały klient,67
71707,M,Pracownik,47
71708,K,Pracownik,62
71709,M,Stały klient,28
71710,M,Pracownik,65
71711,K,Pracownik,57
71712,M,Zwykły,49
71713,M,Zwykły,37
71714,M,Zwykły,67
71715,M,Stały klient,12
71716,K,Pracownik,19
71717,K,Pracownik,60
71718,K,Pracownik,49
71719,M,Pracownik,21
71720,M,Stały klient,16
71721,K,Pracownik,58
71722,K,Zwykły,78
71723,M,Zwykły,17
71724,K,Zwykły,27
71725,M,Stały klient,30
71726,M,Zwykły,26
71727,K,Stały klient,55
71728,K,Pracownik,36
71729,M,Pracownik,39
71730,M,Zwykły,73
71731,M,Pracownik,35
71732,M,Stały klient,3
71733,K,Stały klient,15
71734,K,Stały klient,41
71735,M,Pracownik,67
71736,K,Pracownik,33
71737,M,Pracownik,58
71738,K,Zwykły,17
71739,K,Stały klient,20
71740,M,Pracownik,3
71741,M,Zwykły,12
71742,M,Zwykły,77
71743,M,Pracownik,72
71744,K,Zwykły,26
71745,K,Zwykły,73
71746,M,Pracownik,67
71747,M,Pracownik,2
71748,M,Pracownik,43
71749,M,Zwykły,2
71750,K,Stały klient,35
71751,M,Zwykły,36
71752,M,Zwykły,0
71753,K,Pracownik,27
71754,K,Zwykły,22
71755,K,Zwykły,8
71756,K,Stały klient,26
71757,M,Zwykły,71
71758,K,Pracownik,55
71759,M,Stały klient,41
71760,M,Pracownik,16
71761,K,Zwykły,71
71762,K,Stały klient,43
71763,M,Pracownik,36
71764,M,Zwykły,70
71765,M,Zwykły,79
71766,M,Zwykły,43
71767,K,Zwykły,64
71768,K,Zwykły,71
71769,M,Zwykły,41
71770,K,Pracownik,3
71771,K,Stały klient,80
71772,M,Zwykły,33
71773,K,Stały klient,30
71774,K,Pracownik,49
71775,M,Zwykły,14
71776,M,Pracownik,32
71777,M,Pracownik,30
71778,M,Stały klient,35
71779,K,Zwykły,71
71780,M,Stały klient,38
71781,M,Stały klient,74
71782,K,Stały klient,38
71783,K,Zwykły,38
71784,K,Pracownik,4
71785,M,Pracownik,8
71786,M,Pracownik,20
71787,K,Pracownik,15
71788,K,Zwykły,44
71789,K,Pracownik,69
71790,K,Pracownik,52
71791,M,Stały klient,44
71792,M,Stały klient,52
71793,M,Stały klient,11
71794,M,Zwykły,50
71795,K,Pracownik,70
71796,K,Stały klient,45
71797,K,Stały klient,8
71798,K,Pracownik,38
71799,K,Pracownik,53
71800,M,Pracownik,71
71801,K,Pracownik,8
71802,M,Pracownik,33
71803,M,Zwykły,51
71804,M,Pracownik,52
71805,M,Stały klient,24
71806,M,Pracownik,68
71807,M,Zwykły,4
71808,M,Zwykły,4
71809,M,Pracownik,70
71810,M,Pracownik,53
71811,M,Stały klient,27
71812,M,Stały klient,54
71813,M,Pracownik,76
71814,K,Pracownik,75
71815,K,Zwykły,19
71816,K,Pracownik,38
71817,K,Zwykły,58
71818,K,Zwykły,6
71819,M,Zwykły,3
71820,K,Pracownik,39
71821,K,Stały klient,32
71822,K,Stały klient,62
71823,K,Stały klient,15
71824,K,Zwykły,40
71825,M,Zwykły,24
71826,K,Zwykły,21
71827,M,Pracownik,8
71828,M,Stały klient,4
71829,K,Pracownik,27
71830,M,Stały klient,27
71831,M,Pracownik,44
71832,M,Stały klient,73
71833,M,Stały klient,25
71834,K,Pracownik,51
71835,K,Pracownik,61
71836,K,Zwykły,16
71837,K,Stały klient,0
71838,M,Stały klient,60
71839,M,Stały klient,66
71840,M,Zwykły,71
71841,M,Pracownik,50
71842,M,Pracownik,21
71843,M,Pracownik,15
71844,K,Stały klient,64
71845,K,Stały klient,69
71846,M,Stały klient,30
71847,K,Zwykły,74
71848,M,Pracownik,15
71849,K,Zwykły,38
71850,K,Zwykły,55
71851,M,Stały klient,49
71852,M,Pracownik,33
71853,M,Pracownik,74
71854,K,Stały klient,2
71855,M,Pracownik,42
71856,M,Zwykły,1
71857,M,Pracownik,28
71858,K,Stały klient,33
71859,M,Stały klient,6
71860,K,Zwykły,31
71861,M,Stały klient,23
71862,K,Pracownik,55
71863,K,Stały klient,79
71864,K,Pracownik,29
71865,M,Zwykły,56
71866,M,Stały klient,42
71867,K,Stały klient,55
71868,M,Zwykły,41
71869,K,Stały klient,32
71870,M,Stały klient,61
71871,M,Zwykły,52
71872,M,Zwykły,54
71873,K,Stały klient,43
71874,K,Zwykły,66
71875,M,Zwykły,39
71876,M,Pracownik,24
71877,M,Pracownik,67
71878,K,Zwykły,20
71879,M,Zwykły,77
71880,K,Pracownik,38
71881,M,Pracownik,53
71882,K,Pracownik,64
71883,K,Zwykły,44
71884,M,Stały klient,7
71885,M,Zwykły,42
71886,M,Zwykły,47
71887,K,Zwykły,68
71888,K,Pracownik,17
71889,M,Pracownik,68
71890,M,Zwykły,33
71891,M,Pracownik,5
71892,K,Zwykły,68
71893,K,Pracownik,32
71894,M,Stały klient,17
71895,M,Zwykły,69
71896,M,Pracownik,56
71897,K,Pracownik,40
71898,M,Stały klient,77
71899,K,Stały klient,39
71900,K,Stały klient,43
71901,M,Zwykły,11
71902,K,Zwykły,23
71903,M,Stały klient,27
71904,M,Pracownik,73
71905,K,Stały klient,55
71906,K,Zwykły,5
71907,K,Zwykły,75
71908,M,Zwykły,15
71909,K,Pracownik,17
71910,K,Zwykły,50
71911,K,Zwykły,21
71912,M,Stały klient,33
71913,K,Pracownik,79
71914,K,Zwykły,14
71915,K,Pracownik,41
71916,K,Zwykły,65
71917,M,Stały klient,46
71918,M,Zwykły,56
71919,K,Pracownik,37
71920,M,Zwykły,7
71921,M,Pracownik,34
71922,K,Zwykły,51
71923,M,Stały klient,7
71924,M,Stały klient,79
71925,K,Stały klient,31
71926,K,Pracownik,21
71927,K,Pracownik,43
71928,M,Stały klient,5
71929,M,Pracownik,44
71930,M,Zwykły,26
71931,M,Stały klient,11
71932,K,Pracownik,72
71933,M,Stały klient,54
71934,M,Stały klient,52
71935,M,Pracownik,22
71936,M,Pracownik,56
71937,K,Zwykły,22
71938,M,Zwykły,50
71939,M,Zwykły,58
71940,M,Stały klient,56
71941,M,Stały klient,0
71942,K,Stały klient,45
71943,M,Stały klient,28
71944,M,Zwykły,6
71945,M,Zwykły,67
71946,K,Pracownik,77
71947,M,Stały klient,26
71948,K,Stały klient,16
71949,M,Pracownik,62
71950,K,Stały klient,38
71951,M,Stały klient,69
71952,M,Pracownik,11
71953,K,Zwykły,16
71954,M,Zwykły,57
71955,M,Pracownik,78
71956,K,Stały klient,34
71957,K,Pracownik,50
71958,K,Stały klient,76
71959,K,Zwykły,31
71960,M,Pracownik,59
71961,M,Stały klient,20
71962,K,Zwykły,7
71963,M,Zwykły,42
71964,K,Stały klient,75
71965,K,Pracownik,63
71966,K,Pracownik,9
71967,M,Stały klient,24
71968,M,Zwykły,67
71969,M,Pracownik,1
71970,K,Stały klient,76
71971,M,Pracownik,40
71972,K,Zwykły,36
71973,M,Stały klient,34
71974,M,Zwykły,46
71975,M,Pracownik,47
71976,M,Zwykły,76
71977,M,Stały klient,23
71978,K,Pracownik,77
71979,K,Zwykły,68
71980,M,Stały klient,63
71981,K,Pracownik,0
71982,K,Stały klient,3
71983,M,Pracownik,36
71984,K,Stały klient,9
71985,M,Stały klient,31
71986,M,Pracownik,78
71987,K,Zwykły,2
71988,K,Zwykły,6
71989,K,Zwykły,34
71990,M,Stały klient,1
71991,M,Pracownik,54
71992,K,Zwykły,30
71993,K,Zwykły,58
71994,M,Stały klient,57
71995,M,Pracownik,73
71996,K,Stały klient,1
71997,M,Zwykły,39
71998,K,Zwykły,46
71999,M,Zwykły,45
72000,M,Stały klient,74
72001,M,Zwykły,71
72002,K,Stały klient,68
72003,M,Stały klient,48
72004,K,Pracownik,31
72005,K,Zwykły,41
72006,M,Zwykły,57
72007,M,Zwykły,39
72008,M,Pracownik,71
72009,M,Zwykły,6
72010,M,Pracownik,80
72011,K,Pracownik,28
72012,M,Zwykły,18
72013,M,Pracownik,50
72014,M,Pracownik,9
72015,K,Zwykły,21
72016,K,Zwykły,43
72017,M,Pracownik,52
72018,M,Stały klient,39
72019,K,Stały klient,58
72020,M,Stały klient,35
72021,K,Stały klient,15
72022,M,Pracownik,49
72023,M,Zwykły,46
72024,M,Pracownik,61
72025,K,Pracownik,20
72026,K,Pracownik,16
72027,K,Stały klient,24
72028,K,Zwykły,27
72029,K,Pracownik,50
72030,K,Pracownik,75
72031,M,Zwykły,77
72032,M,Stały klient,79
72033,M,Zwykły,44
72034,K,Pracownik,62
72035,M,Pracownik,76
72036,K,Zwykły,65
72037,K,Pracownik,62
72038,K,Stały klient,76
72039,K,Pracownik,56
72040,K,Stały klient,26
72041,K,Pracownik,8
72042,M,Zwykły,50
72043,K,Pracownik,2
72044,M,Pracownik,68
72045,M,Pracownik,28
72046,M,Zwykły,11
72047,K,Stały klient,70
72048,K,Zwykły,67
72049,K,Stały klient,72
72050,K,Stały klient,15
72051,K,Stały klient,68
72052,M,Stały klient,36
72053,M,Pracownik,72
72054,K,Stały klient,17
72055,K,Zwykły,22
72056,K,Stały klient,46
72057,M,Zwykły,78
72058,K,Zwykły,25
72059,K,Pracownik,7
72060,M,Stały klient,7
72061,K,Pracownik,80
72062,K,Pracownik,59
72063,K,Pracownik,15
72064,K,Pracownik,38
72065,K,Zwykły,39
72066,K,Pracownik,73
72067,K,Pracownik,75
72068,K,Stały klient,17
72069,K,Pracownik,78
72070,M,Stały klient,42
72071,K,Pracownik,35
72072,M,Stały klient,34
72073,K,Pracownik,6
72074,K,Pracownik,49
72075,K,Pracownik,52
72076,K,Pracownik,25
72077,K,Stały klient,67
72078,M,Stały klient,47
72079,K,Pracownik,24
72080,K,Zwykły,49
72081,K,Pracownik,46
72082,M,Zwykły,25
72083,M,Stały klient,45
72084,M,Pracownik,43
72085,M,Stały klient,10
72086,K,Zwykły,12
72087,K,Stały klient,61
72088,M,Zwykły,3
72089,K,Zwykły,76
72090,K,Pracownik,4
72091,K,Pracownik,18
72092,M,Stały klient,0
72093,M,Stały klient,78
72094,K,Stały klient,71
72095,K,Zwykły,77
72096,M,Stały klient,67
72097,K,Zwykły,0
72098,M,Zwykły,30
72099,M,Stały klient,73
72100,K,Zwykły,46
72101,K,Stały klient,69
72102,K,Zwykły,38
72103,M,Stały klient,66
72104,K,Zwykły,31
72105,M,Pracownik,35
72106,K,Pracownik,70
72107,K,Pracownik,23
72108,K,Stały klient,16
72109,K,Zwykły,17
72110,K,Pracownik,16
72111,M,Zwykły,17
72112,K,Stały klient,48
72113,K,Zwykły,52
72114,M,Zwykły,62
72115,M,Pracownik,1
72116,M,Pracownik,35
72117,K,Stały klient,46
72118,M,Zwykły,0
72119,K,Pracownik,75
72120,M,Stały klient,36
72121,M,Pracownik,72
72122,K,Stały klient,6
72123,K,Stały klient,18
72124,M,Pracownik,34
72125,K,Stały klient,51
72126,M,Pracownik,80
72127,M,Pracownik,40
72128,M,Pracownik,58
72129,K,Zwykły,72
72130,K,Zwykły,54
72131,M,Pracownik,26
72132,K,Pracownik,42
72133,K,Zwykły,41
72134,M,Zwykły,48
72135,M,Zwykły,68
72136,M,Pracownik,69
72137,M,Stały klient,8
72138,M,Stały klient,75
72139,M,Stały klient,3
72140,M,Stały klient,65
72141,K,Pracownik,23
72142,K,Zwykły,72
72143,M,Zwykły,8
72144,K,Pracownik,15
72145,K,Stały klient,21
72146,K,Stały klient,35
72147,M,Zwykły,6
72148,K,Stały klient,67
72149,K,Zwykły,29
72150,K,Stały klient,35
72151,M,Stały klient,57
72152,K,Pracownik,20
72153,K,Pracownik,18
72154,M,Pracownik,30
72155,M,Stały klient,39
72156,M,Zwykły,53
72157,K,Zwykły,3
72158,M,Pracownik,15
72159,K,Pracownik,2
72160,K,Pracownik,0
72161,K,Pracownik,62
72162,K,Stały klient,19
72163,M,Pracownik,14
72164,K,Pracownik,23
72165,M,Pracownik,75
72166,K,Stały klient,43
72167,M,Pracownik,18
72168,K,Stały klient,1
72169,M,Pracownik,54
72170,K,Pracownik,46
72171,K,Stały klient,29
72172,M,Zwykły,54
72173,M,Zwykły,36
72174,K,Pracownik,65
72175,M,Zwykły,22
72176,K,Pracownik,6
72177,K,Stały klient,21
72178,M,Pracownik,71
72179,K,Stały klient,73
72180,M,Zwykły,3
72181,K,Zwykły,77
72182,K,Zwykły,67
72183,M,Zwykły,1
72184,K,Pracownik,10
72185,M,Zwykły,50
72186,M,Stały klient,20
72187,K,Stały klient,40
72188,K,Zwykły,61
72189,M,Stały klient,63
72190,K,Stały klient,75
72191,M,Pracownik,72
72192,M,Zwykły,50
72193,K,Zwykły,60
72194,M,Pracownik,21
72195,M,Zwykły,21
72196,M,Zwykły,15
72197,M,Pracownik,42
72198,K,Pracownik,8
72199,M,Pracownik,74
72200,K,Pracownik,15
72201,K,Zwykły,61
72202,M,Zwykły,34
72203,K,Zwykły,30
72204,M,Zwykły,2
72205,M,Pracownik,38
72206,M,Pracownik,48
72207,M,Zwykły,71
72208,K,Pracownik,72
72209,K,Pracownik,10
72210,M,Stały klient,64
72211,M,Zwykły,59
72212,K,Stały klient,71
72213,K,Pracownik,1
72214,K,Pracownik,51
72215,M,Stały klient,38
72216,M,Stały klient,34
72217,K,Stały klient,72
72218,M,Pracownik,25
72219,K,Pracownik,6
72220,K,Zwykły,45
72221,M,Pracownik,30
72222,K,Stały klient,69
72223,K,Stały klient,24
72224,M,Stały klient,43
72225,M,Stały klient,37
72226,K,Stały klient,77
72227,K,Pracownik,30
72228,M,Pracownik,56
72229,M,Pracownik,42
72230,K,Pracownik,60
72231,K,Stały klient,59
72232,M,Stały klient,13
72233,K,Zwykły,65
72234,K,Zwykły,50
72235,K,Pracownik,23
72236,K,Stały klient,34
72237,M,Stały klient,40
72238,M,Pracownik,43
72239,M,Pracownik,73
72240,K,Stały klient,63
72241,K,Zwykły,2
72242,K,Zwykły,71
72243,K,Pracownik,78
72244,M,Pracownik,51
72245,M,Pracownik,19
72246,K,Stały klient,71
72247,M,Pracownik,46
72248,M,Pracownik,14
72249,M,Stały klient,24
72250,M,Zwykły,46
72251,K,Stały klient,55
72252,K,Pracownik,5
72253,M,Stały klient,25
72254,K,Pracownik,62
72255,M,Stały klient,40
72256,K,Pracownik,32
72257,M,Stały klient,42
72258,M,Pracownik,44
72259,M,Zwykły,20
72260,M,Zwykły,75
72261,K,Zwykły,75
72262,M,Pracownik,6
72263,M,Stały klient,64
72264,M,Pracownik,41
72265,M,Pracownik,58
72266,K,Zwykły,73
72267,M,Stały klient,21
72268,M,Pracownik,56
72269,K,Stały klient,64
72270,M,Stały klient,49
72271,M,Zwykły,36
72272,M,Pracownik,25
72273,M,Stały klient,70
72274,K,Zwykły,65
72275,K,Pracownik,35
72276,M,Stały klient,23
72277,M,Pracownik,30
72278,M,Stały klient,51
72279,K,Stały klient,15
72280,K,Stały klient,6
72281,K,Pracownik,36
72282,K,Stały klient,55
72283,M,Pracownik,10
72284,K,Stały klient,47
72285,K,Pracownik,17
72286,K,Zwykły,72
72287,M,Stały klient,52
72288,M,Zwykły,65
72289,M,Zwykły,33
72290,M,Pracownik,10
72291,M,Pracownik,70
72292,K,Pracownik,75
72293,K,Pracownik,20
72294,K,Zwykły,52
72295,K,Pracownik,61
72296,K,Zwykły,37
72297,K,Pracownik,33
72298,M,Zwykły,8
72299,K,Zwykły,75
72300,M,Zwykły,35
72301,K,Stały klient,28
72302,K,Zwykły,14
72303,M,Stały klient,22
72304,K,Stały klient,45
72305,K,Pracownik,35
72306,M,Stały klient,78
72307,M,Zwykły,24
72308,M,Pracownik,45
72309,M,Stały klient,12
72310,K,Stały klient,49
72311,M,Zwykły,64
72312,M,Pracownik,34
72313,M,Stały klient,41
72314,K,Zwykły,56
72315,K,Pracownik,68
72316,K,Pracownik,67
72317,K,Pracownik,26
72318,K,Zwykły,64
72319,K,Zwykły,75
72320,K,Zwykły,28
72321,M,Pracownik,58
72322,M,Stały klient,41
72323,M,Pracownik,36
72324,K,Pracownik,47
72325,M,Pracownik,31
72326,K,Zwykły,50
72327,M,Pracownik,77
72328,K,Pracownik,21
72329,M,Zwykły,75
72330,K,Stały klient,11
72331,K,Pracownik,61
72332,M,Zwykły,68
72333,M,Zwykły,59
72334,M,Stały klient,76
72335,K,Zwykły,77
72336,K,Stały klient,44
72337,K,Stały klient,45
72338,M,Zwykły,33
72339,K,Zwykły,9
72340,K,Pracownik,61
72341,M,Zwykły,17
72342,M,Stały klient,57
72343,M,Zwykły,40
72344,M,Pracownik,8
72345,K,Pracownik,17
72346,M,Pracownik,65
72347,M,Stały klient,20
72348,K,Pracownik,35
72349,M,Pracownik,64
72350,K,Pracownik,36
72351,K,Pracownik,72
72352,M,Pracownik,24
72353,M,Zwykły,75
72354,M,Zwykły,6
72355,K,Zwykły,7
72356,K,Pracownik,71
72357,K,Pracownik,16
72358,M,Zwykły,1
72359,K,Pracownik,56
72360,K,Zwykły,67
72361,M,Stały klient,62
72362,K,Pracownik,55
72363,K,Pracownik,19
72364,M,Stały klient,79
72365,M,Stały klient,8
72366,M,Zwykły,25
72367,M,Zwykły,48
72368,M,Pracownik,72
72369,M,Stały klient,28
72370,M,Pracownik,49
72371,K,Stały klient,4
72372,K,Stały klient,33
72373,M,Stały klient,16
72374,M,Stały klient,4
72375,M,Pracownik,24
72376,K,Pracownik,57
72377,M,Stały klient,5
72378,M,Stały klient,59
72379,K,Stały klient,20
72380,M,Zwykły,55
72381,M,Pracownik,55
72382,M,Stały klient,45
72383,M,Zwykły,64
72384,M,Zwykły,59
72385,M,Pracownik,67
72386,K,Pracownik,1
72387,M,Pracownik,56
72388,M,Pracownik,25
72389,M,Stały klient,48
72390,M,Zwykły,68
72391,K,Stały klient,71
72392,K,Zwykły,40
72393,K,Zwykły,17
72394,K,Stały klient,16
72395,K,Zwykły,6
72396,M,Stały klient,46
72397,M,Pracownik,25
72398,M,Stały klient,43
72399,K,Zwykły,45
72400,K,Zwykły,61
72401,M,Pracownik,78
72402,M,Zwykły,34
72403,M,Stały klient,12
72404,M,Zwykły,57
72405,K,Zwykły,63
72406,M,Pracownik,7
72407,M,Stały klient,50
72408,K,Stały klient,52
72409,M,Pracownik,0
72410,K,Zwykły,20
72411,M,Pracownik,16
72412,M,Pracownik,65
72413,K,Zwykły,20
72414,M,Zwykły,74
72415,K,Zwykły,59
72416,M,Pracownik,71
72417,K,Stały klient,26
72418,M,Stały klient,42
72419,M,Pracownik,78
72420,K,Pracownik,49
72421,M,Stały klient,30
72422,K,Zwykły,9
72423,K,Pracownik,50
72424,K,Zwykły,53
72425,M,Zwykły,25
72426,K,Zwykły,38
72427,K,Stały klient,68
72428,M,Stały klient,75
72429,K,Stały klient,56
72430,K,Stały klient,41
72431,M,Pracownik,0
72432,M,Pracownik,18
72433,K,Stały klient,50
72434,K,Zwykły,48
72435,M,Pracownik,52
72436,K,Stały klient,71
72437,M,Zwykły,46
72438,M,Pracownik,59
72439,K,Zwykły,71
72440,M,Pracownik,30
72441,M,Pracownik,51
72442,K,Pracownik,23
72443,M,Zwykły,25
72444,K,Zwykły,68
72445,K,Stały klient,47
72446,M,Zwykły,26
72447,M,Zwykły,36
72448,K,Pracownik,8
72449,M,Zwykły,4
72450,M,Zwykły,66
72451,M,Pracownik,75
72452,M,Stały klient,6
72453,K,Stały klient,64
72454,M,Zwykły,54
72455,K,Zwykły,60
72456,M,Stały klient,74
72457,M,Stały klient,30
72458,K,Stały klient,60
